NO_OF_FRAMES	1592
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 16:01:39.212	1310851.58625936
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
176	1.75000	06:36:00:15	-149.680	1799.817	-264.836	-201.863	1765.896	-412.335	-77.920	1746.822	-386.918	-144.479	1489.608	-190.613	-143.401	1280.473	-144.289	-145.627	1100.387	-171.179	-157.495	995.741	-149.009	-160.294	987.713	-440.909	-164.362	1136.455	-437.723	-155.157	1294.924	-418.164	-229.493	1350.422	-146.496	-305.306	1492.637	-233.286	-427.686	1475.913	-320.387	-440.282	1366.948	-256.971	-617.854	1505.619	-339.159	-600.117	1436.832	-296.569	-808.946	1416.625	-350.485	-791.602	1489.979	-402.229	5.816	1498.555	-242.890	-66.052	1363.464	-142.275	119.206	1475.931	-337.462	165.222	1387.777	-255.618	321.837	1528.463	-342.616	314.568	1462.005	-297.234	304.527	1398.638	-356.167	518.346	1462.887	-355.261	491.914	1534.306	-404.334	-279.585	978.922	-391.209	-26.607	997.843	-381.967	-284.139	979.454	-182.101	-41.880	1005.614	-164.544	-303.206	782.581	-383.706	-321.868	887.589	-244.789	-322.385	450.769	-283.058	-224.453	440.829	-274.044	-314.828	307.746	-276.707	-342.762	55.229	-216.988	-311.304	19.623	-169.095	-372.486	7.996	-337.626	21.558	724.908	-342.607	2.961	889.054	-219.400	10.143	480.938	-260.081	-89.242	471.459	-270.860	-2.599	310.831	-247.748	4.162	53.492	-170.695	-50.134	22.814	-144.126	70.105	7.351	-288.907	559.770	1567.837	-465.891	692.504	1506.039	-426.553	647.857	1431.380	-430.109	-877.146	1522.791	-440.528	-979.097	1436.644	-418.209	-921.004	1375.772	-411.037	-589.949	1379.708	-343.656	-99.281	1659.195	-241.762	-233.532	1679.750	-275.481	617.468	1471.273	-396.117	-900.161	1406.026	-392.845
177	1.76000	06:36:00:15	-150.111	1799.913	-265.170	-202.345	1765.436	-412.557	-78.401	1746.845	-387.361	-144.625	1489.601	-190.163	-143.703	1280.379	-144.221	-145.728	1100.228	-171.168	-157.581	995.848	-148.851	-160.105	987.792	-440.678	-164.367	1136.197	-437.322	-154.995	1295.033	-417.950	-229.657	1350.458	-145.984	-305.450	1492.738	-233.454	-428.060	1473.383	-321.206	-439.858	1365.467	-255.910	-618.810	1499.522	-341.604	-600.288	1432.057	-296.991	-809.004	1409.389	-352.231	-791.638	1480.888	-406.312	6.265	1497.656	-242.868	-66.244	1363.273	-141.715	119.904	1472.990	-337.884	164.863	1385.493	-254.947	322.962	1522.377	-345.805	315.824	1457.514	-297.999	304.245	1392.809	-355.428	518.815	1455.151	-356.839	492.712	1524.683	-409.308	-279.442	979.000	-391.134	-26.480	997.926	-381.697	-284.164	979.619	-182.046	-41.937	1005.820	-164.364	-303.093	782.706	-383.707	-321.944	887.646	-244.744	-322.336	450.836	-283.206	-224.433	440.905	-274.167	-314.769	307.769	-276.854	-342.757	55.271	-217.031	-311.289	19.647	-169.090	-372.462	8.006	-337.641	21.643	725.053	-342.422	2.972	889.195	-219.161	10.214	481.006	-260.073	-89.162	471.515	-270.882	-2.538	310.853	-247.756	4.191	53.495	-170.707	-50.149	22.847	-144.152	70.128	7.356	-288.898	559.869	1553.463	-473.539	692.725	1494.969	-431.269	648.339	1419.810	-429.444	-876.476	1511.171	-447.711	-978.647	1426.283	-422.239	-920.512	1365.616	-411.477	-589.047	1374.479	-343.077	-99.450	1659.422	-241.861	-233.738	1679.688	-275.597	617.452	1461.685	-398.454	-900.183	1397.141	-394.078
178	1.77000	06:36:00:15	-150.554	1800.095	-265.592	-202.827	1765.046	-412.844	-78.769	1746.836	-387.708	-144.732	1489.699	-189.446	-143.900	1280.275	-144.105	-145.884	1100.107	-171.133	-157.646	995.954	-148.676	-159.870	987.880	-440.409	-164.248	1136.184	-436.888	-154.823	1295.064	-417.631	-229.857	1350.466	-145.406	-305.921	1492.636	-233.532	-428.666	1470.334	-322.079	-439.377	1363.169	-255.072	-619.672	1492.603	-343.822	-600.611	1426.444	-297.376	-808.889	1400.599	-354.151	-791.514	1470.199	-410.894	6.793	1496.744	-242.651	-66.331	1363.043	-141.159	120.343	1469.728	-338.556	164.368	1382.415	-254.753	323.904	1515.115	-349.710	316.837	1452.173	-299.053	303.759	1385.402	-355.523	518.838	1445.841	-358.569	493.521	1512.719	-414.666	-279.299	979.108	-391.039	-26.346	998.055	-381.406	-284.283	979.878	-181.969	-42.039	1006.100	-164.146	-302.979	782.850	-383.675	-322.074	887.800	-244.682	-322.284	450.886	-283.394	-224.360	440.992	-274.364	-314.710	307.813	-277.025	-342.756	55.319	-217.082	-311.258	19.694	-169.121	-372.441	8.029	-337.645	21.786	725.188	-342.220	2.994	889.362	-218.846	10.303	481.101	-260.039	-89.019	471.538	-270.927	-2.457	310.862	-247.748	4.216	53.555	-170.648	-50.137	22.880	-144.166	70.153	7.342	-288.897	560.290	1535.991	-481.093	692.961	1480.584	-435.756	648.194	1405.252	-428.386	-875.560	1497.278	-455.409	-977.826	1413.760	-426.728	-919.530	1353.788	-411.814	-588.186	1368.123	-342.440	-99.487	1659.812	-241.929	-234.258	1679.547	-275.411	617.706	1449.580	-400.238	-899.426	1386.104	-396.032
179	1.78000	06:36:00:15	-150.964	1800.394	-266.090	-203.285	1764.622	-413.175	-79.039	1746.823	-388.077	-144.836	1489.845	-188.428	-144.092	1280.154	-143.901	-146.074	1099.920	-171.078	-157.753	996.065	-148.504	-159.682	988.008	-440.069	-164.013	1136.485	-436.306	-154.624	1295.195	-417.192	-230.058	1350.346	-144.740	-306.988	1492.137	-232.490	-429.634	1466.571	-322.917	-438.788	1360.197	-254.176	-620.566	1484.089	-346.892	-600.761	1419.533	-297.856	-808.549	1390.120	-356.274	-790.422	1455.754	-415.896	7.607	1495.625	-242.317	-66.399	1362.830	-140.555	121.130	1465.951	-339.377	163.635	1378.422	-254.877	324.998	1506.527	-354.031	318.032	1445.776	-300.124	302.382	1377.673	-355.686	518.557	1434.058	-360.368	494.332	1498.101	-420.104	-279.152	979.262	-390.944	-26.165	998.240	-381.055	-284.378	980.072	-181.877	-42.116	1006.328	-163.856	-302.872	783.003	-383.659	-322.178	887.948	-244.610	-322.244	450.962	-283.614	-224.297	441.109	-274.628	-314.668	307.816	-277.225	-342.724	55.361	-217.120	-311.263	19.745	-169.152	-372.422	8.029	-337.675	21.958	725.365	-341.997	3.070	889.557	-218.461	10.405	481.160	-260.072	-88.832	471.644	-271.030	-2.335	310.895	-247.717	4.247	53.637	-170.606	-50.122	22.893	-144.180	70.179	7.345	-288.881	560.875	1515.620	-488.376	693.279	1462.228	-439.725	647.636	1388.161	-427.001	-874.325	1480.915	-463.352	-976.688	1398.776	-431.530	-918.139	1340.160	-412.169	-587.430	1360.815	-341.445	-99.514	1660.300	-241.894	-233.977	1679.676	-275.596	617.567	1434.436	-401.843	-898.582	1373.207	-397.983
180	1.79000	06:36:00:16	-151.340	1800.771	-266.664	-203.717	1764.156	-413.487	-79.259	1746.774	-388.369	-145.016	1490.021	-187.213	-144.285	1279.933	-143.565	-146.196	1099.587	-170.984	-157.840	996.128	-148.306	-159.484	988.142	-439.713	-163.971	1136.412	-435.910	-154.563	1295.322	-416.675	-230.252	1350.128	-144.011	-307.937	1491.251	-231.803	-430.859	1462.151	-323.840	-437.474	1356.130	-253.501	-621.459	1474.122	-350.128	-601.146	1411.606	-298.111	-807.552	1377.321	-358.617	-789.563	1441.170	-421.319	8.564	1494.628	-241.982	-66.667	1362.670	-139.780	122.202	1461.563	-340.308	162.586	1373.813	-255.137	326.272	1496.168	-358.596	318.298	1437.701	-302.430	300.400	1368.583	-356.319	517.851	1419.531	-362.168	494.291	1479.561	-425.863	-278.958	979.407	-390.830	-25.986	998.464	-380.668	-284.535	980.272	-181.747	-42.197	1006.555	-163.545	-302.709	783.182	-383.665	-322.276	888.101	-244.502	-322.120	451.005	-283.877	-224.240	441.208	-274.932	-314.587	307.839	-277.408	-342.717	55.433	-217.169	-311.231	19.810	-169.183	-372.397	8.051	-337.700	22.158	725.527	-341.773	3.157	889.782	-218.059	10.537	481.259	-260.028	-88.700	471.767	-271.172	-2.198	310.945	-247.690	4.202	53.633	-170.625	-50.138	22.934	-144.184	70.197	7.337	-288.890	561.653	1492.302	-494.946	693.033	1440.008	-443.201	646.420	1367.945	-425.295	-872.684	1461.665	-471.674	-974.914	1381.102	-436.686	-916.525	1324.051	-412.610	-586.072	1351.846	-340.705	-99.423	1660.922	-241.860	-234.853	1679.577	-275.039	616.891	1415.988	-403.328	-897.152	1358.123	-400.095
181	1.80000	06:36:00:16	-151.579	1801.187	-267.306	-203.966	1763.660	-413.914	-79.508	1746.691	-388.786	-145.238	1490.250	-185.934	-144.434	1279.585	-143.197	-146.288	1099.224	-170.868	-157.911	996.223	-148.100	-159.308	988.330	-439.327	-163.883	1136.526	-435.522	-154.585	1296.480	-417.350	-230.391	1349.869	-143.165	-309.074	1490.504	-231.378	-432.630	1456.269	-325.511	-436.097	1351.537	-252.691	-622.218	1462.515	-353.652	-601.639	1402.103	-298.732	-806.317	1362.539	-361.218	-788.261	1423.534	-426.795	9.936	1493.376	-241.776	-67.077	1362.476	-139.009	123.222	1456.688	-341.933	161.269	1368.671	-255.483	327.326	1484.232	-363.514	317.948	1427.770	-305.508	298.029	1358.746	-355.719	516.695	1402.012	-364.259	494.536	1459.422	-430.955	-278.767	979.563	-390.709	-25.874	998.716	-380.311	-284.571	980.343	-181.620	-42.296	1006.726	-163.210	-302.541	783.373	-383.688	-322.312	888.215	-244.417	-322.035	451.063	-284.174	-224.181	441.346	-275.266	-314.492	307.868	-277.611	-342.668	55.466	-217.214	-311.199	19.851	-169.230	-372.379	8.067	-337.718	22.381	725.729	-341.559	3.255	889.990	-217.659	10.711	481.393	-260.032	-88.571	471.919	-271.307	-2.133	310.993	-247.710	4.224	53.703	-170.633	-50.149	22.991	-144.203	70.228	7.338	-288.890	561.559	1465.513	-501.810	692.126	1413.674	-446.337	643.826	1344.221	-423.666	-870.551	1439.854	-479.541	-972.633	1360.636	-441.990	-914.156	1305.608	-413.934	-584.599	1341.408	-339.808	-99.555	1661.632	-242.069	-234.902	1679.807	-274.871	615.490	1394.182	-404.786	-895.146	1340.452	-402.556
182	1.81000	06:36:00:16	-151.776	1801.604	-267.903	-204.062	1763.149	-414.366	-79.658	1746.460	-389.097	-145.450	1490.417	-184.724	-144.599	1279.135	-142.815	-146.393	1098.779	-170.683	-157.932	996.258	-147.860	-159.120	988.488	-438.964	-163.818	1136.592	-435.166	-154.816	1296.124	-416.583	-230.465	1349.546	-142.215	-310.580	1489.598	-231.020	-434.285	1451.006	-326.759	-434.518	1347.156	-251.640	-622.809	1449.301	-357.433	-602.215	1391.303	-299.765	-804.419	1345.377	-364.080	-786.327	1403.422	-432.407	11.166	1492.691	-242.308	-67.440	1362.133	-138.279	123.438	1450.305	-344.804	159.711	1362.980	-255.563	328.517	1470.205	-368.245	317.192	1415.919	-308.842	295.185	1345.837	-355.788	514.532	1381.332	-366.911	493.789	1436.368	-436.149	-278.636	979.700	-390.527	-25.701	998.949	-379.889	-284.577	980.378	-181.452	-42.416	1006.888	-162.863	-302.395	783.573	-383.714	-322.265	888.281	-244.321	-321.936	451.131	-284.441	-224.145	441.451	-275.631	-314.403	307.891	-277.819	-342.645	55.582	-217.252	-311.144	19.902	-169.240	-372.348	8.091	-337.744	22.623	725.925	-341.345	3.392	890.172	-217.292	10.863	481.508	-260.044	-88.412	472.010	-271.438	-2.048	311.004	-247.742	4.217	53.697	-170.640	-50.167	23.010	-144.254	70.240	7.336	-288.887	561.044	1435.592	-507.796	689.897	1383.231	-449.506	639.914	1317.266	-422.128	-867.572	1415.110	-487.569	-969.359	1337.079	-447.405	-910.141	1283.786	-415.121	-582.424	1329.797	-338.819	-99.596	1662.482	-241.809	-235.210	1680.033	-274.573	613.320	1368.937	-406.238	-892.475	1319.555	-405.386
183	1.82000	06:36:00:16	-151.869	1801.959	-268.505	-204.171	1762.643	-414.732	-79.753	1746.189	-389.369	-145.728	1490.452	-183.717	-144.834	1278.766	-142.434	-146.477	1098.302	-170.428	-157.922	996.217	-147.618	-158.938	988.559	-438.619	-163.790	1136.479	-434.649	-155.103	1296.043	-415.926	-230.478	1349.125	-141.308	-312.203	1488.647	-230.958	-435.576	1444.373	-328.198	-432.827	1342.050	-250.192	-623.016	1434.495	-361.469	-602.367	1379.243	-301.136	-801.640	1325.846	-367.124	-783.853	1380.551	-437.914	12.523	1491.426	-243.310	-67.558	1361.671	-137.518	123.994	1443.265	-347.784	157.464	1356.728	-255.794	329.371	1453.910	-372.959	316.355	1402.597	-311.947	290.979	1332.181	-356.133	511.459	1358.469	-369.524	492.341	1410.592	-440.991	-278.502	979.791	-390.327	-25.544	999.174	-379.478	-284.536	980.365	-181.274	-42.416	1006.950	-162.490	-302.240	783.730	-383.741	-322.078	888.249	-244.230	-321.735	451.105	-284.653	-224.074	441.512	-276.016	-314.304	307.915	-278.009	-342.613	55.613	-217.291	-311.089	19.925	-169.294	-372.310	8.110	-337.753	22.834	726.083	-341.155	3.547	890.277	-216.941	11.006	481.630	-260.096	-87.890	472.236	-270.965	-1.948	311.040	-247.788	4.238	53.780	-170.593	-50.197	23.072	-144.286	70.242	7.340	-288.892	559.049	1402.643	-513.376	686.471	1349.912	-452.709	634.673	1287.733	-420.403	-863.524	1387.383	-495.454	-964.845	1310.301	-452.734	-905.258	1259.725	-416.278	-579.607	1316.928	-337.585	-99.689	1662.950	-241.072	-235.328	1680.351	-274.412	609.808	1341.160	-407.825	-888.300	1296.484	-408.172
184	1.83000	06:36:00:17	-151.919	1802.193	-269.014	-204.233	1762.129	-415.033	-79.814	1745.847	-389.633	-145.994	1490.378	-182.950	-145.159	1278.423	-142.036	-146.571	1097.862	-170.114	-157.827	996.095	-147.343	-158.769	988.547	-438.238	-163.781	1136.074	-433.629	-155.524	1295.833	-415.217	-230.531	1348.673	-140.469	-313.933	1487.673	-230.955	-437.069	1436.841	-330.005	-430.990	1336.674	-248.474	-622.731	1417.676	-365.671	-602.404	1366.135	-303.143	-797.628	1303.535	-370.267	-779.784	1355.026	-443.421	14.106	1490.373	-244.572	-67.831	1361.159	-137.009	124.560	1435.311	-350.930	155.197	1349.709	-255.422	328.865	1434.586	-378.658	314.919	1387.154	-315.044	286.411	1316.070	-355.880	508.201	1332.892	-371.418	489.888	1381.616	-445.546	-278.410	979.758	-390.106	-25.382	999.380	-379.062	-284.435	980.216	-181.016	-42.343	1006.876	-162.135	-302.088	783.865	-383.761	-321.816	888.200	-244.147	-321.664	451.201	-284.971	-224.015	441.573	-276.344	-314.208	307.901	-278.203	-342.574	55.662	-217.325	-311.086	19.969	-169.310	-372.275	8.102	-337.783	23.040	726.255	-340.992	3.721	890.323	-216.629	11.168	481.739	-260.149	-87.756	472.362	-271.109	-1.831	311.093	-247.836	4.242	53.801	-170.600	-50.222	23.092	-144.312	70.257	7.345	-288.888	555.057	1366.654	-518.574	680.902	1312.713	-456.209	627.581	1255.140	-418.728	-857.392	1356.315	-503.343	-958.493	1279.763	-457.917	-898.319	1232.460	-417.370	-575.927	1302.760	-335.910	-99.839	1663.272	-240.799	-235.976	1680.930	-274.224	604.574	1309.950	-409.860	-882.538	1270.295	-410.935
185	1.84000	06:36:00:17	-151.889	1802.244	-269.374	-204.167	1761.648	-415.272	-79.830	1745.363	-389.745	-146.130	1490.184	-182.407	-145.484	1278.083	-141.564	-146.704	1097.372	-169.690	-157.759	995.954	-147.060	-158.765	988.210	-437.971	-164.293	1135.849	-433.563	-156.220	1295.530	-414.502	-230.595	1348.251	-139.690	-315.816	1486.926	-231.415	-437.890	1428.033	-332.283	-428.945	1330.996	-246.586	-621.658	1399.178	-369.805	-601.752	1351.373	-304.718	-792.136	1278.759	-373.283	-774.199	1326.975	-448.634	16.236	1489.315	-246.034	-68.072	1360.676	-136.534	125.038	1426.725	-353.850	152.503	1341.923	-254.717	328.596	1414.145	-382.407	313.000	1369.833	-317.363	281.184	1298.072	-354.199	503.049	1304.977	-373.379	485.391	1349.972	-450.134	-278.342	979.649	-389.914	-25.292	999.544	-378.745	-284.269	980.154	-180.590	-42.421	1006.912	-161.819	-301.928	783.899	-383.789	-321.519	888.035	-244.059	-321.608	451.097	-285.665	-223.961	441.541	-276.660	-314.072	307.865	-278.360	-342.532	55.660	-217.352	-311.051	19.944	-169.340	-372.255	8.106	-337.784	23.282	726.373	-340.878	3.856	890.315	-216.397	11.328	481.792	-260.181	-87.603	472.459	-271.253	-1.680	311.102	-247.884	4.215	53.802	-170.612	-50.247	23.113	-144.339	70.272	7.330	-288.887	548.232	1326.704	-523.421	672.857	1272.296	-459.777	618.117	1220.012	-417.308	-849.528	1322.207	-510.178	-949.988	1245.814	-462.858	-889.569	1202.396	-418.171	-571.002	1287.302	-334.109	-100.017	1663.191	-240.702	-236.102	1681.129	-274.385	597.552	1276.038	-411.803	-874.894	1241.176	-413.674
186	1.85000	06:36:00:17	-151.823	1802.097	-269.592	-204.039	1761.230	-415.403	-79.146	1744.454	-387.605	-146.235	1489.986	-181.966	-145.787	1277.706	-141.067	-146.790	1096.794	-169.195	-157.729	995.773	-146.828	-158.596	988.180	-437.652	-164.129	1135.587	-432.201	-156.935	1295.102	-413.863	-230.594	1347.748	-139.070	-317.963	1485.645	-231.803	-438.443	1419.202	-335.350	-426.443	1324.856	-244.807	-619.503	1378.373	-374.292	-599.810	1335.278	-306.239	-785.098	1251.589	-375.258	-766.649	1296.471	-453.317	18.213	1488.005	-248.043	-68.303	1360.229	-136.153	125.105	1417.657	-355.921	150.400	1333.505	-252.825	327.514	1390.324	-385.854	310.096	1350.572	-319.218	274.661	1278.753	-351.882	496.111	1274.293	-375.287	478.605	1315.543	-454.437	-278.305	979.422	-389.698	-25.182	999.643	-378.432	-284.172	979.876	-180.344	-42.350	1006.695	-161.601	-301.763	783.920	-383.820	-321.260	887.834	-243.999	-321.725	450.997	-286.306	-223.805	441.513	-276.890	-313.975	307.820	-278.442	-342.466	55.590	-217.358	-311.014	19.911	-169.349	-372.249	8.134	-337.774	23.500	726.445	-340.763	4.002	890.252	-216.240	11.490	481.845	-260.249	-87.487	472.482	-271.383	-1.572	311.091	-247.890	4.228	53.805	-170.585	-50.256	23.110	-144.347	70.296	7.307	-288.892	538.663	1284.523	-527.409	661.580	1228.905	-463.056	605.872	1182.367	-415.504	-839.718	1285.606	-516.567	-938.524	1209.076	-467.537	-877.962	1169.861	-418.637	-565.253	1271.163	-331.828	-100.434	1662.981	-240.423	-236.324	1681.224	-274.463	588.108	1239.362	-413.609	-864.959	1209.522	-415.884
187	1.86000	06:36:00:17	-151.746	1801.746	-269.639	-203.611	1761.062	-415.541	-79.341	1743.579	-388.784	-146.283	1489.915	-181.690	-146.045	1277.291	-140.600	-146.827	1096.174	-168.594	-157.690	995.527	-146.622	-158.654	987.727	-437.519	-164.484	1134.991	-431.688	-157.614	1294.325	-413.216	-230.717	1347.309	-138.621	-320.140	1483.739	-232.139	-438.388	1408.709	-337.487	-423.871	1318.357	-242.886	-617.243	1356.792	-377.960	-596.383	1317.976	-307.410	-775.959	1222.498	-377.817	-756.850	1264.341	-457.098	19.764	1485.890	-249.676	-68.775	1359.781	-136.095	124.690	1407.772	-357.574	146.928	1324.114	-251.342	324.476	1365.163	-389.256	306.897	1329.590	-319.903	266.577	1258.367	-348.873	487.054	1241.036	-376.990	469.312	1279.222	-457.880	-278.322	979.142	-389.526	-25.146	999.677	-378.188	-284.192	979.540	-180.170	-42.393	1006.653	-161.300	-301.588	783.852	-383.841	-321.025	887.524	-243.947	-321.636	450.961	-286.424	-223.709	441.446	-276.999	-313.887	307.750	-278.444	-342.434	55.586	-217.349	-310.983	19.898	-169.337	-372.209	8.117	-337.786	23.680	726.472	-340.688	4.045	890.131	-216.129	11.661	481.863	-260.261	-87.354	472.509	-271.421	-1.422	311.042	-247.838	4.267	53.731	-170.620	-50.199	23.065	-144.321	70.345	7.295	-288.868	525.475	1240.423	-530.514	647.375	1182.583	-465.440	590.673	1142.347	-413.573	-827.049	1246.120	-522.047	-924.060	1168.993	-471.614	-864.083	1135.474	-418.360	-558.131	1254.668	-329.807	-100.806	1662.515	-240.175	-236.448	1681.188	-274.668	575.854	1200.252	-414.829	-852.519	1175.487	-417.612
188	1.87000	06:36:00:18	-151.679	1801.225	-269.554	-203.319	1760.770	-415.582	-79.435	1742.974	-388.829	-146.200	1489.790	-181.517	-146.239	1276.907	-140.201	-146.841	1095.640	-167.964	-157.339	995.335	-146.728	-158.503	987.187	-436.771	-165.197	1135.346	-433.371	-158.052	1293.123	-411.757	-230.624	1346.967	-138.583	-322.428	1481.134	-232.457	-437.724	1398.893	-339.720	-420.843	1311.408	-240.992	-612.946	1333.640	-381.195	-592.103	1299.498	-307.435	-764.314	1191.233	-378.839	-744.782	1230.333	-460.047	20.988	1483.496	-250.383	-68.616	1359.430	-135.858	124.683	1396.748	-359.115	142.776	1314.481	-249.675	319.670	1338.634	-391.685	302.860	1307.189	-319.955	256.924	1237.347	-345.187	475.483	1206.105	-377.552	457.522	1241.135	-459.929	-278.346	978.793	-389.374	-25.210	999.737	-378.026	-284.225	979.197	-180.036	-42.381	1006.442	-161.085	-301.473	783.775	-383.874	-320.640	887.339	-243.938	-321.170	450.956	-285.460	-223.581	441.304	-277.073	-313.789	307.666	-278.359	-342.370	55.534	-217.346	-310.969	19.826	-169.316	-372.218	8.118	-337.777	23.875	726.445	-340.642	3.975	890.112	-216.036	11.773	481.812	-260.211	-87.244	472.433	-271.387	-1.297	311.008	-247.762	4.255	53.657	-170.539	-50.134	23.003	-144.277	70.369	7.281	-288.830	509.262	1195.276	-532.001	628.825	1133.684	-467.176	572.140	1100.342	-410.998	-812.725	1205.963	-525.503	-906.255	1126.056	-474.906	-846.589	1098.695	-417.322	-549.650	1238.036	-327.778	-101.260	1661.795	-240.016	-236.620	1680.963	-274.901	560.714	1158.784	-415.355	-837.185	1139.484	-418.514
189	1.88000	06:36:00:18	-151.663	1800.522	-269.394	-203.248	1760.189	-415.506	-79.031	1742.382	-387.193	-146.202	1489.551	-181.623	-146.362	1276.512	-139.871	-146.864	1095.086	-167.185	-157.316	995.098	-146.615	-158.702	987.048	-437.355	-165.503	1133.998	-431.947	-158.816	1292.558	-412.145	-230.306	1346.780	-138.333	-324.727	1478.103	-232.702	-437.319	1388.201	-341.100	-417.887	1304.039	-238.787	-607.108	1309.388	-383.723	-585.714	1280.062	-308.596	-750.114	1158.916	-379.383	-730.417	1195.030	-461.952	22.725	1479.571	-251.623	-68.965	1358.745	-135.861	123.295	1383.701	-360.864	137.935	1304.707	-247.755	313.281	1311.117	-392.981	297.108	1283.838	-319.493	245.603	1216.351	-340.722	460.706	1169.363	-377.405	443.246	1202.200	-460.593	-278.585	977.932	-389.284	-25.268	999.634	-377.901	-284.131	978.740	-179.946	-42.334	1006.197	-160.959	-301.361	783.610	-383.897	-320.416	887.012	-243.950	-320.950	450.860	-285.099	-223.502	441.205	-276.966	-313.788	307.629	-278.214	-342.364	55.468	-217.298	-310.979	19.765	-169.294	-372.232	8.119	-337.743	24.002	726.357	-340.590	3.555	889.907	-216.391	11.919	481.768	-260.092	-87.156	472.396	-271.264	-1.150	310.943	-247.585	4.386	53.593	-170.476	-50.063	22.925	-144.211	70.407	7.254	-288.802	489.539	1149.463	-531.940	605.614	1083.168	-467.596	549.296	1057.021	-407.874	-793.923	1164.116	-527.936	-884.848	1081.448	-476.609	-825.827	1060.707	-415.047	-539.957	1220.103	-325.041	-101.692	1660.911	-239.975	-236.666	1680.550	-275.282	541.253	1115.607	-415.058	-818.704	1102.117	-418.418
