NO_OF_FRAMES	1592
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 16:01:39.212	1310851.58625936
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
1120	11.19000	06:36:10:00	1375.890	1329.908	-1480.275	1442.597	1230.181	-1586.403	1493.586	1233.064	-1469.587	1256.130	1169.800	-1334.377	1101.161	1079.140	-1199.492	1014.911	893.130	-1127.688	962.990	726.916	-1107.499	1209.915	729.438	-1252.808	1203.096	776.427	-1255.019	1278.695	880.690	-1326.938	1099.331	1099.881	-1325.824	1205.958	1117.710	-1502.628	1283.766	972.079	-1533.221	1166.438	935.844	-1524.157	1373.926	823.670	-1623.879	1284.176	836.295	-1636.688	1350.824	645.359	-1723.438	1409.990	636.757	-1653.693	1416.245	1124.678	-1272.080	1222.668	1130.359	-1180.957	1443.453	980.979	-1323.644	1441.757	939.749	-1209.347	1574.946	831.503	-1375.035	1567.606	827.737	-1291.900	1488.205	787.145	-1290.250	1652.929	644.605	-1364.992	1621.913	668.612	-1445.201	1110.499	747.470	-1331.209	1223.907	751.937	-1107.114	932.285	719.769	-1235.604	1033.617	756.435	-1025.895	1163.753	637.662	-1395.799	980.506	636.283	-1338.527	1306.689	322.831	-1483.731	1365.519	329.824	-1401.193	1240.805	185.362	-1395.754	1062.089	50.093	-1261.627	1041.026	23.359	-1187.706	1101.665	11.307	-1354.040	1329.697	661.469	-1008.279	1133.479	632.436	-993.800	1560.465	520.588	-989.535	1578.088	549.336	-1097.074	1565.165	335.471	-1082.855	1432.620	117.442	-1180.565	1397.469	130.646	-1236.783	1527.741	9.065	-1187.559	1634.553	603.810	-1518.109	1773.927	586.075	-1483.017	1751.270	553.224	-1413.109	1457.995	580.637	-1646.871	1504.759	615.164	-1763.782	1429.688	597.375	-1798.288	1254.249	795.430	-1582.611	1344.446	1221.910	-1383.893	1293.397	1212.847	-1515.136	1719.334	597.745	-1418.929	1420.492	612.009	-1763.616
1121	11.20000	06:36:10:01	1376.054	1329.914	-1476.024	1443.663	1230.375	-1581.669	1493.300	1232.597	-1464.220	1252.831	1170.064	-1333.211	1096.710	1079.412	-1199.719	1010.654	893.586	-1126.646	959.995	727.062	-1104.807	1205.626	730.323	-1252.259	1199.381	777.421	-1252.821	1275.485	881.543	-1323.650	1096.135	1099.769	-1326.167	1203.346	1117.389	-1501.559	1283.185	970.853	-1531.342	1166.157	934.418	-1522.115	1373.741	822.525	-1621.488	1287.944	833.626	-1637.681	1351.129	643.520	-1720.012	1410.495	635.498	-1650.319	1411.859	1126.019	-1268.900	1217.136	1131.528	-1179.997	1439.179	983.140	-1320.407	1437.545	941.587	-1206.233	1570.776	834.038	-1372.574	1567.653	830.590	-1295.132	1484.675	788.727	-1286.858	1650.147	647.641	-1363.377	1618.146	671.492	-1443.194	1105.880	747.860	-1329.956	1220.671	753.462	-1106.691	928.565	719.646	-1232.785	1031.003	756.788	-1023.830	1159.379	638.154	-1394.844	976.576	636.041	-1335.808	1304.467	324.776	-1483.149	1363.393	332.011	-1400.659	1239.848	186.727	-1395.439	1061.841	50.043	-1261.669	1040.811	23.214	-1187.851	1101.548	11.245	-1354.184	1331.677	665.345	-1014.861	1134.272	633.437	-992.839	1563.395	528.038	-1008.086	1575.959	554.924	-1117.168	1567.048	341.175	-1097.184	1434.376	118.779	-1184.199	1398.310	130.393	-1240.296	1529.284	10.244	-1189.199	1630.582	606.839	-1516.324	1770.492	590.548	-1482.864	1749.057	557.331	-1412.656	1458.739	579.843	-1643.263	1505.029	613.946	-1760.636	1430.101	595.640	-1794.666	1254.226	793.966	-1579.980	1343.031	1221.677	-1380.386	1293.568	1213.208	-1512.226	1716.526	601.724	-1418.061	1421.018	610.316	-1760.107
1122	11.21000	06:36:10:01	1375.935	1330.122	-1471.972	1444.413	1230.696	-1577.175	1492.726	1232.457	-1459.174	1249.572	1170.455	-1331.784	1092.528	1080.037	-1199.309	1006.717	894.197	-1125.309	956.768	727.328	-1102.331	1201.725	731.316	-1251.283	1196.223	778.554	-1250.412	1272.439	882.417	-1320.715	1092.829	1099.787	-1325.833	1201.565	1116.839	-1500.490	1282.429	970.084	-1529.509	1165.988	932.832	-1519.211	1373.331	821.776	-1619.016	1287.315	832.925	-1634.550	1351.652	642.061	-1716.227	1411.191	634.931	-1646.612	1407.716	1127.319	-1266.011	1212.500	1132.628	-1178.785	1434.984	984.895	-1317.379	1432.262	943.498	-1200.824	1566.831	836.296	-1370.536	1564.390	833.096	-1292.815	1481.624	790.751	-1284.012	1647.486	650.467	-1361.453	1614.738	673.791	-1441.151	1101.885	747.799	-1329.721	1217.485	754.827	-1105.789	924.948	719.739	-1230.258	1028.429	756.951	-1021.771	1155.286	638.930	-1393.850	973.079	636.342	-1333.421	1302.100	326.745	-1482.748	1361.681	333.966	-1401.283	1238.808	188.139	-1395.180	1061.566	49.979	-1261.740	1040.693	23.213	-1187.874	1101.355	11.164	-1354.307	1333.157	668.792	-1021.751	1134.694	634.053	-992.296	1565.385	534.670	-1027.891	1572.731	559.971	-1137.016	1567.884	346.577	-1111.305	1435.737	120.002	-1188.286	1399.000	129.889	-1244.310	1530.792	11.498	-1190.910	1626.893	609.011	-1514.150	1767.234	594.034	-1481.919	1746.899	560.941	-1411.326	1459.783	579.678	-1639.368	1505.399	613.342	-1757.357	1430.541	594.101	-1790.790	1254.057	792.706	-1576.908	1341.410	1221.695	-1377.016	1293.427	1213.802	-1509.387	1713.886	604.746	-1416.637	1421.573	609.018	-1756.337
1123	11.22000	06:36:10:01	1375.429	1330.519	-1468.180	1444.689	1231.087	-1572.936	1491.756	1232.499	-1454.467	1246.469	1170.990	-1330.266	1088.832	1080.840	-1198.419	1003.008	894.850	-1123.814	953.666	727.693	-1099.934	1198.121	732.201	-1249.919	1192.937	779.642	-1248.432	1269.595	883.249	-1318.379	1089.777	1099.984	-1325.021	1199.743	1116.429	-1499.157	1281.525	969.775	-1527.605	1165.394	931.657	-1516.091	1372.765	821.363	-1616.399	1287.240	831.984	-1631.649	1352.199	640.903	-1712.248	1411.932	634.644	-1642.802	1403.951	1128.566	-1263.470	1208.471	1133.633	-1177.408	1431.644	986.839	-1315.133	1428.990	945.227	-1198.343	1563.349	838.279	-1368.703	1561.326	835.435	-1291.005	1478.825	792.641	-1281.333	1645.026	652.994	-1359.279	1611.599	675.617	-1438.973	1098.266	748.323	-1328.572	1214.303	755.987	-1104.489	921.407	720.191	-1228.089	1025.565	756.888	-1019.902	1151.406	639.815	-1392.796	969.693	636.717	-1331.268	1299.540	328.718	-1482.497	1359.353	336.086	-1401.207	1237.647	189.480	-1394.952	1061.252	49.929	-1261.812	1040.601	23.141	-1187.916	1101.170	11.025	-1354.485	1333.647	671.472	-1029.720	1134.672	634.341	-991.877	1566.062	540.826	-1047.190	1568.494	564.525	-1156.639	1567.736	351.396	-1125.498	1436.803	121.255	-1192.411	1399.310	129.318	-1248.329	1532.188	12.954	-1192.533	1623.672	610.558	-1511.727	1764.283	596.744	-1480.351	1744.684	563.829	-1409.391	1460.965	579.792	-1635.242	1505.830	613.231	-1753.630	1431.080	592.967	-1786.704	1253.881	791.749	-1573.532	1339.663	1222.000	-1373.835	1292.935	1214.496	-1506.612	1711.312	607.282	-1414.622	1422.091	608.094	-1752.349
1124	11.23000	06:36:10:01	1374.524	1331.088	-1464.691	1444.510	1231.632	-1568.954	1490.667	1232.849	-1450.048	1243.609	1171.635	-1328.629	1085.442	1081.696	-1197.179	999.601	895.521	-1122.246	950.630	728.141	-1097.491	1194.782	733.212	-1248.355	1189.754	780.517	-1246.540	1266.772	883.993	-1316.296	1086.958	1100.440	-1323.860	1200.940	1115.346	-1497.536	1280.595	969.679	-1526.053	1164.600	930.878	-1513.068	1372.268	821.328	-1613.662	1286.539	830.769	-1628.382	1352.940	639.881	-1707.942	1414.031	635.209	-1640.277	1400.551	1129.619	-1261.109	1204.977	1134.582	-1175.833	1428.226	988.328	-1312.531	1425.992	946.885	-1196.120	1560.340	840.083	-1366.880	1558.479	837.425	-1289.247	1476.197	794.416	-1278.811	1642.662	655.075	-1356.960	1608.887	677.084	-1436.801	1095.061	749.434	-1325.882	1211.692	757.472	-1102.592	918.114	720.727	-1226.313	1022.586	756.862	-1017.990	1147.636	640.854	-1391.794	966.511	637.348	-1329.348	1296.792	330.718	-1482.197	1356.909	338.313	-1401.464	1236.347	190.855	-1394.753	1060.995	49.883	-1261.866	1040.560	22.913	-1187.934	1100.961	10.947	-1354.694	1334.378	674.559	-1036.937	1133.937	634.567	-991.163	1565.738	546.391	-1066.488	1563.287	568.439	-1175.768	1566.677	355.678	-1139.482	1437.362	122.226	-1196.301	1399.264	128.478	-1251.986	1533.541	14.373	-1194.250	1620.785	611.854	-1509.020	1761.590	598.691	-1478.166	1742.551	566.071	-1406.949	1462.114	580.274	-1630.984	1506.268	613.373	-1749.659	1431.662	592.150	-1782.386	1253.724	791.162	-1569.976	1337.749	1222.531	-1370.813	1292.225	1215.244	-1504.056	1708.801	609.475	-1412.251	1422.614	607.447	-1748.102
1125	11.24000	06:36:10:02	1373.373	1331.766	-1461.457	1443.968	1232.258	-1565.193	1489.315	1233.370	-1446.053	1240.941	1172.306	-1326.795	1082.375	1082.636	-1195.646	996.339	896.285	-1120.668	947.382	728.539	-1095.800	1191.609	734.233	-1246.651	1186.605	781.612	-1244.830	1264.060	884.714	-1314.595	1084.161	1101.094	-1322.401	1199.315	1115.438	-1495.864	1279.473	969.899	-1523.564	1163.669	930.476	-1510.161	1371.731	821.505	-1610.741	1285.952	830.131	-1625.203	1353.350	639.174	-1703.493	1414.790	635.368	-1636.115	1397.598	1130.632	-1258.880	1201.887	1135.499	-1174.064	1425.888	990.228	-1311.136	1423.157	948.342	-1194.130	1557.657	841.637	-1365.103	1553.280	839.236	-1283.434	1473.940	795.738	-1277.324	1640.361	656.770	-1354.487	1606.417	678.373	-1434.588	1091.612	750.114	-1324.133	1208.643	758.550	-1100.880	914.828	721.301	-1224.676	1019.502	756.983	-1016.456	1143.972	642.020	-1390.768	963.381	638.112	-1327.659	1293.930	332.798	-1481.917	1354.124	340.544	-1401.091	1234.984	192.344	-1394.687	1060.795	49.800	-1261.898	1040.448	22.833	-1188.037	1100.782	10.886	-1354.884	1334.054	676.980	-1044.571	1132.590	634.933	-990.368	1563.993	551.418	-1085.353	1556.423	571.007	-1195.037	1564.655	359.632	-1152.673	1438.349	122.831	-1200.162	1399.553	126.873	-1255.821	1535.387	16.073	-1196.049	1618.195	612.870	-1506.351	1759.122	600.257	-1475.715	1740.328	567.827	-1404.242	1463.291	581.005	-1626.607	1506.639	613.604	-1745.583	1431.933	591.314	-1777.756	1253.544	790.868	-1566.277	1335.737	1223.188	-1367.953	1291.253	1216.047	-1501.488	1706.521	611.074	-1409.697	1423.081	607.011	-1743.666
1126	11.25000	06:36:10:02	1371.816	1332.521	-1458.412	1443.085	1232.930	-1561.730	1487.646	1234.187	-1442.181	1238.483	1173.006	-1324.903	1079.601	1083.721	-1193.889	993.208	897.166	-1119.111	944.023	729.009	-1094.717	1188.620	735.323	-1244.577	1183.554	782.623	-1242.971	1261.491	885.648	-1312.214	1081.793	1101.883	-1320.899	1197.777	1115.733	-1494.127	1278.538	970.245	-1521.245	1162.612	930.441	-1507.547	1371.262	821.829	-1607.572	1285.329	829.833	-1621.858	1353.647	638.672	-1698.838	1415.373	635.882	-1631.736	1394.946	1131.548	-1256.700	1199.113	1136.397	-1172.250	1423.472	991.800	-1309.164	1420.389	949.566	-1192.244	1555.341	842.904	-1363.274	1550.898	840.713	-1281.352	1471.523	797.397	-1274.749	1638.146	658.179	-1351.906	1604.136	679.473	-1432.310	1088.218	751.124	-1322.286	1205.173	759.207	-1099.480	911.419	722.146	-1223.062	1016.509	757.245	-1014.941	1140.188	643.419	-1389.781	960.165	639.138	-1326.040	1290.933	335.028	-1481.700	1351.273	342.941	-1400.988	1233.571	193.838	-1394.690	1060.680	49.739	-1261.978	1040.471	22.763	-1188.060	1100.670	10.871	-1355.023	1333.344	679.099	-1052.347	1131.577	635.296	-989.700	1561.062	555.777	-1103.809	1549.118	573.269	-1213.151	1562.272	362.944	-1165.716	1438.744	123.075	-1203.559	1398.918	124.937	-1258.637	1537.110	17.410	-1197.755	1615.784	613.789	-1503.604	1756.916	601.603	-1473.177	1737.832	569.343	-1401.449	1464.398	582.057	-1622.075	1506.843	613.882	-1741.471	1432.256	591.077	-1773.246	1253.315	790.908	-1562.597	1333.641	1223.946	-1365.180	1289.943	1216.839	-1499.019	1704.351	612.273	-1407.070	1423.346	606.695	-1739.112
1127	11.26000	06:36:10:02	1370.124	1333.275	-1455.551	1442.019	1233.734	-1558.467	1485.941	1235.093	-1438.824	1236.212	1173.718	-1322.954	1077.126	1084.810	-1191.964	990.407	898.166	-1117.419	940.799	729.857	-1093.173	1185.348	736.454	-1243.092	1180.287	783.736	-1241.450	1259.464	886.015	-1311.006	1079.574	1102.935	-1319.312	1196.336	1116.347	-1492.278	1277.480	970.932	-1518.261	1161.532	930.933	-1505.212	1370.748	822.260	-1604.167	1284.831	829.857	-1618.438	1353.818	638.351	-1694.104	1415.826	636.473	-1627.200	1392.599	1132.374	-1254.499	1196.561	1137.322	-1170.340	1421.404	992.917	-1307.112	1417.854	950.595	-1190.356	1553.180	843.919	-1361.235	1548.569	841.948	-1279.162	1469.469	798.355	-1273.177	1636.142	659.318	-1349.469	1602.033	680.276	-1429.976	1084.727	752.223	-1320.566	1202.180	760.301	-1098.077	907.802	723.470	-1221.467	1013.392	757.757	-1013.767	1136.335	644.913	-1388.807	956.894	640.410	-1324.388	1287.773	337.285	-1481.477	1348.264	345.441	-1400.884	1232.020	195.410	-1394.725	1060.487	49.639	-1262.027	1040.422	22.640	-1188.106	1100.535	10.844	-1355.140	1331.769	681.054	-1060.080	1130.514	635.691	-989.656	1557.097	559.603	-1121.468	1541.043	574.800	-1230.525	1559.118	365.644	-1178.477	1438.769	122.924	-1206.739	1397.763	122.855	-1261.097	1538.369	18.597	-1199.393	1613.319	614.705	-1500.765	1754.742	602.859	-1470.600	1735.925	570.600	-1398.833	1465.284	583.169	-1617.473	1506.863	614.091	-1737.232	1432.383	590.695	-1768.494	1253.023	791.329	-1558.847	1331.495	1224.672	-1362.496	1288.502	1217.549	-1496.513	1702.198	613.499	-1404.469	1423.372	606.452	-1734.398
1128	11.27000	06:36:10:02	1368.211	1334.050	-1452.787	1440.669	1234.657	-1555.434	1484.098	1236.046	-1435.567	1234.269	1174.483	-1320.914	1074.753	1086.046	-1190.023	987.613	899.395	-1115.597	937.771	731.002	-1091.469	1181.929	737.617	-1241.962	1176.860	784.687	-1240.306	1257.404	886.557	-1309.556	1077.411	1104.268	-1317.686	1195.046	1117.280	-1490.407	1276.464	971.941	-1515.248	1160.553	931.748	-1503.132	1370.209	822.834	-1600.797	1284.306	830.120	-1614.881	1353.877	638.175	-1689.316	1416.145	637.033	-1622.609	1390.476	1133.084	-1252.386	1194.281	1138.241	-1168.352	1419.560	993.804	-1305.082	1415.554	951.349	-1189.066	1551.184	844.750	-1359.252	1546.560	842.959	-1277.004	1467.210	799.561	-1270.259	1634.231	660.242	-1346.998	1599.973	680.902	-1427.605	1080.631	753.916	-1318.544	1199.304	761.452	-1096.958	904.287	724.968	-1219.694	1010.747	758.444	-1012.275	1132.100	646.497	-1387.858	953.301	642.013	-1322.637	1284.468	339.551	-1481.329	1345.076	347.836	-1400.963	1230.278	197.007	-1394.841	1060.255	49.520	-1262.107	1040.344	22.504	-1188.136	1100.313	10.776	-1355.300	1330.202	683.044	-1067.321	1129.181	636.361	-989.778	1552.325	562.401	-1138.465	1532.333	575.795	-1247.013	1555.203	367.793	-1190.910	1438.239	122.731	-1209.664	1396.090	120.710	-1263.438	1539.085	19.674	-1200.902	1611.108	615.360	-1497.700	1752.670	604.066	-1468.217	1734.165	571.738	-1396.363	1465.941	584.221	-1612.734	1506.847	614.276	-1732.836	1432.152	589.991	-1763.528	1252.615	792.006	-1555.109	1329.352	1225.452	-1359.914	1286.918	1218.249	-1494.093	1699.820	613.499	-1402.069	1423.405	606.255	-1729.584
1129	11.28000	06:36:10:03	1366.175	1334.903	-1450.176	1439.306	1235.627	-1552.532	1482.203	1237.065	-1432.455	1232.477	1175.310	-1318.886	1072.559	1087.505	-1188.084	984.968	900.791	-1113.716	935.084	732.384	-1089.150	1178.472	739.040	-1241.173	1173.404	786.175	-1238.974	1255.645	887.152	-1308.031	1075.426	1105.749	-1316.001	1194.101	1118.281	-1488.507	1275.576	972.984	-1512.296	1159.186	933.051	-1501.178	1369.670	823.612	-1597.397	1283.744	830.526	-1611.400	1353.853	638.187	-1684.505	1416.271	637.959	-1617.933	1388.557	1133.713	-1250.252	1192.216	1139.238	-1166.378	1417.758	994.741	-1303.029	1413.053	951.966	-1186.706	1549.317	845.377	-1357.103	1544.522	843.572	-1274.855	1465.242	800.101	-1268.168	1632.437	660.999	-1344.497	1598.073	681.338	-1425.267	1076.377	755.411	-1316.063	1196.495	762.730	-1096.240	900.904	726.688	-1217.619	1008.434	759.304	-1010.669	1127.748	648.178	-1387.088	949.623	643.720	-1320.849	1281.019	341.838	-1481.239	1341.765	350.372	-1401.066	1228.327	198.606	-1394.990	1059.996	49.394	-1262.206	1040.303	22.403	-1188.124	1099.992	10.719	-1355.465	1327.754	684.462	-1075.145	1127.558	636.926	-990.025	1547.112	564.631	-1154.555	1520.322	573.735	-1262.814	1550.689	369.219	-1202.636	1436.930	122.468	-1212.333	1394.135	118.119	-1265.636	1539.643	20.569	-1202.464	1608.966	615.614	-1494.966	1750.611	605.341	-1466.186	1732.640	572.877	-1394.118	1466.365	585.194	-1607.862	1506.760	614.443	-1728.205	1431.943	589.631	-1758.547	1252.240	792.870	-1551.488	1325.922	1226.344	-1356.999	1285.312	1218.916	-1491.795	1697.935	614.302	-1399.708	1423.396	606.088	-1724.747
1130	11.29000	06:36:10:03	1364.226	1335.834	-1447.715	1437.883	1236.640	-1549.823	1480.330	1238.208	-1429.594	1230.807	1176.338	-1316.856	1070.474	1088.958	-1186.176	982.314	902.304	-1111.847	932.352	733.913	-1087.068	1174.965	740.555	-1240.657	1170.044	787.404	-1237.840	1254.116	888.064	-1307.721	1073.649	1107.339	-1314.386	1193.052	1119.526	-1486.607	1274.632	974.065	-1509.289	1158.057	934.381	-1499.036	1369.098	824.431	-1593.932	1282.722	831.051	-1606.144	1353.682	638.332	-1679.752	1416.287	638.657	-1613.289	1386.778	1134.271	-1248.145	1190.610	1140.329	-1164.559	1416.039	995.208	-1300.934	1410.996	952.456	-1185.186	1547.415	845.870	-1355.091	1545.287	844.190	-1276.745	1463.476	800.546	-1266.193	1627.965	663.733	-1338.160	1596.000	681.576	-1422.905	1072.518	756.995	-1315.486	1193.754	764.005	-1095.731	898.099	728.098	-1215.345	1005.890	760.357	-1009.317	1123.239	649.853	-1386.414	945.484	645.247	-1318.842	1277.230	344.224	-1481.151	1338.312	352.885	-1401.324	1226.200	200.250	-1395.336	1059.689	49.283	-1262.270	1040.192	22.384	-1188.147	1099.685	10.653	-1355.618	1324.778	685.618	-1082.947	1126.130	637.766	-990.335	1541.737	565.953	-1169.638	1511.824	572.952	-1276.919	1545.689	369.974	-1213.553	1435.735	121.489	-1215.415	1392.039	115.256	-1267.730	1540.178	21.243	-1204.034	1606.798	615.929	-1492.351	1748.642	606.865	-1464.947	1731.089	574.027	-1392.022	1466.490	586.328	-1602.850	1506.643	614.772	-1723.408	1431.713	589.451	-1753.478	1251.788	793.795	-1547.799	1323.729	1227.181	-1354.617	1283.714	1219.748	-1489.617	1696.168	615.200	-1397.549	1423.247	606.234	-1719.828
1131	11.30000	06:36:10:03	1362.438	1336.846	-1445.469	1436.399	1237.652	-1547.273	1478.603	1239.289	-1426.961	1229.303	1177.451	-1314.907	1068.424	1090.506	-1184.372	979.800	903.929	-1110.066	929.729	735.583	-1084.936	1171.195	742.146	-1240.361	1166.787	788.978	-1236.383	1252.686	888.763	-1306.317	1071.866	1109.071	-1312.795	1191.901	1120.920	-1484.774	1273.578	975.562	-1506.571	1156.907	935.697	-1496.836	1368.445	825.423	-1590.448	1281.923	831.763	-1602.573	1353.425	638.683	-1675.096	1415.911	639.730	-1608.484	1385.108	1134.767	-1246.013	1188.453	1141.475	-1162.559	1414.156	995.588	-1298.816	1408.866	952.938	-1183.169	1545.453	846.264	-1353.034	1543.680	844.686	-1274.879	1461.714	800.980	-1263.846	1628.048	662.325	-1339.021	1593.983	681.727	-1420.593	1068.208	758.737	-1314.538	1191.111	765.319	-1095.614	894.770	729.721	-1213.150	1004.072	761.496	-1007.646	1118.539	651.570	-1385.787	941.252	646.948	-1316.893	1273.338	346.574	-1481.147	1334.616	355.488	-1401.640	1223.990	201.907	-1395.662	1059.462	49.148	-1262.324	1040.226	22.160	-1188.123	1099.461	10.601	-1355.720	1321.337	686.624	-1090.447	1124.816	638.734	-990.796	1536.797	566.062	-1183.225	1502.021	571.141	-1289.006	1540.434	370.120	-1223.556	1434.260	119.985	-1218.091	1389.428	111.911	-1269.379	1540.854	21.773	-1205.480	1604.623	616.130	-1489.793	1746.591	608.200	-1463.108	1729.589	575.136	-1389.873	1466.440	587.566	-1597.786	1506.458	615.382	-1718.516	1431.615	589.597	-1748.471	1251.236	794.832	-1544.239	1321.713	1228.191	-1352.422	1281.697	1220.856	-1487.470	1694.362	615.933	-1395.350	1423.074	606.441	-1714.899
1132	11.31000	06:36:10:03	1360.722	1337.878	-1443.332	1435.029	1238.727	-1545.000	1476.902	1240.438	-1424.621	1227.721	1178.694	-1312.998	1066.603	1092.156	-1182.656	977.284	905.669	-1108.316	927.047	737.275	-1082.811	1167.379	743.837	-1240.328	1163.615	790.647	-1235.247	1251.434	889.440	-1305.074	1070.028	1110.922	-1311.176	1190.723	1122.460	-1482.992	1272.559	976.915	-1504.131	1155.605	937.133	-1494.507	1367.419	826.311	-1587.015	1280.979	832.701	-1599.141	1353.071	639.174	-1670.463	1415.559	640.652	-1603.795	1384.244	1135.604	-1244.493	1186.735	1142.671	-1160.778	1412.319	995.919	-1296.675	1406.961	953.424	-1181.114	1543.400	846.567	-1350.950	1541.578	845.341	-1272.517	1459.962	801.462	-1261.438	1626.340	662.814	-1336.786	1591.708	681.796	-1418.138	1063.810	760.576	-1313.761	1188.410	766.685	-1095.665	891.392	731.585	-1210.956	1002.600	762.799	-1005.850	1113.545	653.482	-1385.742	936.886	648.730	-1314.948	1269.233	349.272	-1481.648	1330.906	358.148	-1402.041	1221.782	203.635	-1395.934	1059.167	49.029	-1262.374	1040.138	21.986	-1188.182	1099.229	10.559	-1355.829	1317.754	687.317	-1097.454	1123.587	639.828	-991.291	1530.111	566.100	-1195.664	1491.432	569.281	-1300.146	1534.845	369.826	-1232.547	1432.663	118.487	-1220.628	1387.215	108.713	-1271.421	1541.012	22.233	-1206.733	1602.418	616.346	-1487.238	1744.453	609.422	-1461.109	1727.925	576.059	-1387.698	1466.136	588.842	-1592.725	1506.083	616.237	-1713.559	1431.455	589.819	-1743.487	1250.263	796.116	-1540.750	1319.836	1229.276	-1350.400	1280.120	1221.906	-1485.559	1692.494	616.672	-1393.103	1422.765	606.857	-1710.018
